title,terr,dist,P&A Currency,Tht. Release Status,Box Office Release Date,Weeks in Release,Cume Box Office,Cume Admissions,Opening Wkend Box Office,OW Admissions,OW Screens,OW Rank,Current Wkend Box Office,CW Admissions,CW Screens,CW Rank,Wkend 2 Box Office,Wkend 2 Admissions,Wkend 2 Screens,Wkend 2 Rank,Wkend 3 Box Office,Wkend 3 Admissions,Wkend 3 Screens,Wkend 3 Rank,Wkend 4 Box Office,Wkend 4 Admissions,Wkend 4 Screens,Wkend 4 Rank,Wkend 5 Box Office,Wkend 5 Admissions,Wkend 5 Screens,Wkend 5 Rank,Wkend 6 Box Office,Wkend 6 Admissions,Wkend 6 Screens,Wkend 6 Rank,Wkend 7 Box Office,Wkend 7 Admissions,Wkend 7 Screens,Wkend 7 Rank,Wkend 8 Box Office,Wkend 8 Admissions,Wkend 8 Screens,Wkend 8 Rank,Wkend 9 Box Office,Wkend 9 Admissions,Wkend 9 Screens,Wkend 9 Rank,Wkend 10 Box Office,Wkend 10 Admissions,Wkend 10 Screens,Wkend 10 Rank
Skiptrace,France,Netflix,EUD,N/A,17-Nov-16,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Germany,Universum,EUD,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Greece,Italia,EUD,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Guatemala,CDC,GTQ,Complete,1-Dec-16,3,"144,873.00","5,018.00",67265.04,2104,12,8,0,,,,23788.82,800,9,,8180,255,1,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Honduras,CDC,HNL,Complete,1-Dec-16,2,"256,935.00","3,358.00",115764,1394,9,15,0,,,,49873,565,7,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Hong Kong,Producer Deal,HKD,Undated,To Be Det'd,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Hungary,Prorom,HUF,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Iceland,Sam Film,ISK,Complete,23-Sep-16,3,"1,968,076.00","1,591.00",827870,619,5,6,0,,,,282784,222,1,,208740,172,1,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,India,Italia,INR,Complete,2-Sep-16,1,"18,454,068.00","82,018.00",17059101,75818,229,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Indonesia,PT Amero,IDR,Complete,22-Jul-16,5,"13,063,757,500.00","298,275.00",4138112500,79819,115,3,0,,,,0,,,,1079565000,22403,68,,488187500,10269,37,,198150000,3996,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Iraq,Italia,IQD,Complete,18-Aug-16,2,"52,392,000.00","4,970.00",22513000,2100,5,2,0,,,,12196000,1204,4,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Israel,United King,ILS,Complete,8-Sep-16,8,"656,278.92","19,530.00",190051,5718,16,,0,,,,147519.5,4383,17,,99443.5,2957,16,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Italy,Notorious,EUD,Complete,28-Jul-16,9,"274,110.00","58,225.00",55666,8404,168,9,0,,,,39229,7888,84,,29085,6912,59,,24983,6093,58,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Japan,CCC,YEN,Complete,1-Sep-17,5,"169,337,900.00","135,331.00",61515300.11,49677,155,11,0,,,,19340099.67,14783,155,,15659590.36,12095,155,,2916900.33,2180,86,,887500.55,712,30,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Jordan,Italia,JOD,Complete,18-Aug-16,5,"94,219.00","11,944.00",38387,4824,6,2,0,,,,15781,2026,6,,8185,1044,6,,1093,140,4,,594,99,1,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Kuwait,Italia,KWD,Complete,18-Aug-16,4,"218,635.00","67,146.00",82425.5,23256,13,1,0,,,,40061,11131,14,,13711.5,3935,8,,677,177,2,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Laos,MVP,LAK,Complete,11-Aug-16,3,"63,584,000.00","1,987.00",30688000,959,1,4,0,,,,26432000,826,1,,6464000,202,1,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Lebanon,Italia,LBP,Complete,18-Aug-16,6,"370,418,000.00","28,862.00",115019000,8889,16,2,0,,,,64544000,5051,16,,2703000,3293,12,,13930000,1043,4,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Malaysia,Rainfilm SDN BHD,MYR,Complete,22-Jul-16,5,"7,018,067.37","523,180.00",3005194.96,212695,123,2,0,,,,1617570.14,115068,123,,495660.42,38577,105,,179236.99,13835,75,,106467.2,8285,29,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Mexico,CDC,MXN,Complete,19-Aug-16,12,"5,059,730.00","116,179.00",1953431,37311,189,8,0,,,,219676,4769,119,,85278,2026,6,,20240,513,5,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Mongolia,Mongol Content,MNT,Undated,To Be Det'd,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Myanmar,MVP,MMK,Complete,26-Aug-16,3,"61,886,300.00","27,782.00",16829300,7914,3,,0,,,,19097900,8795,5,,6662800,2682,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Netherlands,DFW,EUD,Complete,11-Aug-16,3,"93,433.00",,34303,,29,16,0,,,,13009,,23,,2307,,10,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,New Zealand,IP Entertainment,NZD,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Nicaragua,CDC,NIH,Complete,1-Dec-16,3,"764,574.00","6,870.00",209417,6577,4,,0,,,,245912,1954,5,,90842,815,5,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Norway,Mis. Label,NOK,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Oman,Italia,OMR,Complete,18-Aug-16,2,"75,351.10","24,482.00",34238.2,10897,10,1,0,,,,23975.8,7907,10,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Panama,CDC,USD,Complete,1-Dec-16,5,"45,531.90","9,061.00",17481.29,3643,12,,0,,,,8993.12,1715,9,,2623,269,3,,1942,120,2,,170,11,1,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Paraguay,CDC,PYG,Undated,To Be Det'd,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Peru,CDC,PEN,Complete,27-Oct-16,4,"1,471,655.00","149,066.00",612059,54565,76,3,0,,,,198850,20379,40,,35654,3595,8,,8433,927,3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Philippines,MVP,PHP,Complete,10-Aug-16,2,"14,499,986.00","78,378.00",10527768,56906,137,5,0,,,,933982,5775,14,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Poland,Monolith,PLN,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Portugal,Lusomundo,EUD,Complete,27-Oct-16,6,"149,263.98","27,704.00",50945,9095,31,7,0,,,,33107,6135,33,,13190,2494,17,,5693,1135,12,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Qatar,Italia,QAR,Complete,18-Aug-16,3,"1,419,092.00","33,049.00",730435,16093,8,1,0,,,,51802.74,4883,8,,100712,2730,4,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Romania,Prorom,RON,Complete,22-Jul-16,5,"361,974.62","21,754.00",120104.89,6414,51,4,0,,,,45687.47,2356,34,,21168.91,1114,27,,6539.5,349,8,,1325,55,1,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Russia,Exponenta,RUB,Complete,2-Feb-17,5,"31,954,219.00","131,484.00",21038193,78786,716,8,0,,,,4491128,19701,485,,427774,2058,88,,7250,38,6,,500,3,1,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Serbia,Blitz,RSD,Undated,To Be Det'd,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Singapore,Shaw,SGD,Complete,21-Jul-16,8,"1,580,995.00","158,100.00",673394,67339,45,2,0,,,,642542,,39,,104843,,23,,55368,,11,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Slovakia,AQS,EUD,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Slovenia,Blitz,EUD,Undated,To Be Det'd,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,South Africa,MNet,ZAR,Complete,18-Nov-16,3,"1,284,444.00","29,634.00",373546,7934,44,10,0,,,,347002,7598,46,,93328,2688,15,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,South Korea,Medialog,KRW,Complete,1-Sep-16,3,"163,700,300.00","22,350.00",87853200,10964,216,15,0,,,,455000,91,7,,1150000,212,2,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Spain,Second Gen,EUD,Undated,E-Cinema,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Sri Lanka,PVR,LKR,Complete,9-Sep-16,6,"2,394,868.00","5,429.00",599892,1357,10,,0,,,,285305,,5,,250207,,4,,193935,,1,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Sweden,Mis. Label,SEK,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,French-Speaking Switzerland,Impuls,CHF,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,German-Speaking Switzerland,Impuls,CHF,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Italian-Speaking Switzerland,Impuls,CHF,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Syria,Italia,SYP,Complete,18-Aug-16,2,"1,644,000.00",822.00,802000,401,1,,0,,,,196000,98,1,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Taiwan,Producer Deal,TWD,Undated,To Be Det'd,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Thailand,Noori,THB,Complete,11-Aug-16,3,"15,043,191.00","105,258.00",8570440,55407,65,5,0,,,,2689408,17343,59,,178720,1205,25,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Turkey,Italia,TRY,Complete,9-Sep-16,6,"375,178.70","34,161.00",69080.1,6079,158,10,0,,,,83084,7214,131,,6575.6,627,14,,1218.3,98,5,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Ukraine,Exponenta,UAH,Complete,23-Feb-17,4,"861,995.00","12,003.00",549916,7183,63,9,0,,,,203312.35,,,,94605.75,1536,,,14160,221,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,United Arab Emirates,Italia,AED,Complete,18-Aug-16,7,"5,883,926.50","142,623.00",2886128.5,67964,43,1,0,,,,923916,23442,44,,311938,8132,24,,66304,1736,3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,United Kingdom,Netflix,GPB,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,United States,Saban,USD,Complete,2-Sep-16,1,0.00,,0,,10,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Uruguay,CDC,UYU,Undated,To Be Det'd,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Venezuela,CDC,VEF,Complete,24-Feb-17,1,"16,112,380.00","10,383.00",6239891,3901,29,11,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,Vietnam,Noori,VND,Complete,21-Jul-16,3,"10,395,360,000.00","139,601.00",4309497000,48003,80,3,0,,,,1664940000,70849,52,,471503000,5947,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,West Africa,MNet,ZAR,Complete,2-Sep-16,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Skiptrace,West Indies,ATM,TTD,Complete,4-Aug-16,1,"29,552.00",,29552,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Argentina,Sun,ARS,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Australia,Roadshow,AUS,Upcoming,20-May-21,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Austria,Leonine,EUD,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Bahrain,Selim,BHD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Belgium,Belga,EUD,Upcoming,9-Jun-21,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Bolivia,Sun,BOB,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Brazil,Sun,BRL,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Bulgaria,Vertical,BGN,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Cambodia,Westec,KHR,Complete,19-Feb-21,3,"1,924.00",653.00,937,307,16,5,0,,,,123,41,2,,45,15,1,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Canada,STX,CAD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Chile,Sun,CLP,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Colombia,Sun,COP,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Croatia,Vertical,HRK,Complete,17-Dec-20,17,"331,709.25","10,825.00",40533.02,1256,26,,0,,,,18534,515,15,,33441,1093,19,,39924.48,1251,21,,24374.52,773,20,,16850.71,531,17,,7869.27,239,8,,7487,225,6,,19386.48,579,11,,3680.4,112,7,
Songbird,Czech Republic,Vertical,CZK,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Denmark,Nordisk,DKK,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Ecuador,Sun,USD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Egypt,Selim,EGP,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Estonia,Acme Film,EUD,Complete,18-Dec-20,10,"17,795.39","2,889.00",7151.58,707,18,3,0,,,,3235.63,450,16,3,421.54,422,6,,355.2,74,5,,74.7,13,2,,108.6,22,1,,0,,,,1516.01,209,6,,493.15,77,4,,99.3,17,1,
Songbird,Finland,Nordisk,EUD,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,France,Metropolitan,EUD,Direct to Video,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Germany,Leonine,EUD,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Hong Kong,Pegasus,HKD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Hungary,Vertical,HUF,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Iceland,Sena,ISK,Complete,26-Dec-20,3,"566,287.00",449.00,76774.52,51,3,8,0,,,,99482,63,2,8,79580,51,1,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,India,Lionsgate India,USD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Indonesia,PT Prima,IDR,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Iraq,Selim,IQD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Israel,DBS Satwllite Services (1998),ILS,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Italy,Notorious,EUD,Upcoming,30-Jun-21,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Japan,Wowow,YEN,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Jordan,Selim,JOD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Kuwait,Selim,KWD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Laos,Westec,LAK,Complete,4-Feb-21,2,"16,585,000.00",579.00,4720000,164,3,,0,,,,5077000,158,4,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Latvia,Acme Film,EUD,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Lebanon,Selim,LBP,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Lithuania,Acme Film,EUD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Luxembourg,Belga,EUD,,,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Mexico,Sun,MXN,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Mongolia,Westec,MNT,,,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Myanmar,Westec,MMK,,,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Netherlands,Belga,EUD,Upcoming,29-Jul-21,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,New Zealand,Roadshow,NZD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Norway,Nordisk,NOK,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Oman,Selim,OMR,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Paraguay,Sun,PYG,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Peru,Sun,PEN,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Philippines,Pioneer,PHP,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Poland,Vertical,PLN,Undated,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Portugal,Lusomundo,EUD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Qatar,Selim,QAR,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Romania,Vertical,RON,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Russia,Top Film,RUB,Complete,21-Jan-21,4,"21,619,134.00","80,491.00",10105886.75,33945,1200,8,0,,,,2759490,10149,600,,245561,866,40,,2840,16,1,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Saudi Arabia,Selim,SAR,,,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Serbia,Vertical,RSD,Complete,18-Feb-21,8,"253,198.00",727.00,104263.62,296,15,,0,,,,186.29,57,7,,11110,27,5,,6700,17,4,,0,,,,3460,9,2,,8410,21,2,,800,2,1,,0,,,,0,,,
Songbird,Singapore,Shaw,SGD,Complete,21-Jan-21,3,"35,479.00","3,225.00",18774,1707,15,8,0,,,,7661,,10,,2440,,3,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Slovakia,Vertical,EUD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Slovenia,Vertical,EUD,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,South Africa,Filmfinity,ZAR,Complete,19-Feb-21,5,"693,654.30","9,025.00",187797.59,2291,96,,0,,,,163088.17,2086,90,,83322.36,1071,60,,15378.05,204,68,,2034,31,3,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,South Korea,Green Narae,KRW,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Spain,Sun,EUD,In Release,18-Mar-21,8,"437,723.00","72,668.00",155106,21859,190,3,124,22,1,,127861,11890,234,,82240,8267,203,,45979,5761,141,,13157,1628,54,,4410,505,15,,1169,148,6,,124,22,1,,0,,,,0,,,
Songbird,Sweden,Nordisk,SEK,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,French-Speaking Switzerland,Leonine,CHF,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,German-Speaking Switzerland,Leonine,CHF,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Italian-Speaking Switzerland,Leonine,CHF,N/A,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Taiwan,Movie Cloud,TWD,Complete,8-Jan-21,3,"3,507,859.00","14,919.00",1950821,8192,51,6,0,,,,383450,1606,51,,16327,78,6,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Thailand,M Pictures,THB,Complete,21-Jan-21,4,"2,228,036.00","31,587.00",1035065,9012,55,2,0,,,,438883,3918,,,87396,727,,,20497,196,7,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Turkey,BG Film,TRY,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Ukraine,Top Film,UAH,Complete,4-Feb-21,4,"1,009,595.00","9,431.00",617707.08,5552,123,8,0,,,,183653,1731,41,,13770,493,10,,660,11,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,United Arab Emirates,Selim,AED,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,United Kingdom,STX,GPB,Complete,11-Dec-20,3,"11,659.00",,8567,,45,26,0,,,,3060,,29,,32,,1,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,United States,STX,USD,Direct to Video,STV,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
Songbird,Uruguay,Sun,UYU,Undated,TBD,,0.00,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
