title,terr,dist,currency,ended,cume_bo,cume_adm,w_cume,w_adm,w_screen,w_rank,date,end_date,start_2,end_2,start_3,end_3,start_4,end_4,start_5,end_5,start_6,end_6,start_7,end_7,start_8,end_8,start_9,end_9,start_10,end_10
Metallica: Through The Never,Guatemala,Pasatiempo,GTQ,Complete,0,,,,,,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08,2013-12-13,2013-12-15,2013-12-20,2013-12-22
Metallica: Through The Never,Honduras,Pasatiempo,HNL,Complete,0,,,,,,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08,2013-12-13,2013-12-15,2013-12-20,2013-12-22,2013-12-27,2013-12-29,2014-01-03,2014-01-05,2014-01-10,2014-01-12,2014-01-17,2014-01-19
Metallica: Through The Never,Hungary,Forum Film,HUF,Complete,0,,,,,,2013-09-26,2013-09-29,2013-10-03,2013-10-06,2013-10-10,2013-10-13,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01
Metallica: Through The Never,Iceland,Sena,ISK,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Metallica: Through The Never,Indonesia,PT Prima,IDR,Complete,0,,,,,,2013-09-27,2013-09-29,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01
Metallica: Through The Never,Iraq,Front Row,IQD,N/A,0,,,,,,NR,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Metallica: Through The Never,Israel,United King,ILS,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Metallica: Through The Never,Italy,Lucky Red,EUD,Complete,0,,,,,,2013-10-29,2013-11-03,2013-11-05,2013-11-10,2013-11-12,2013-11-17,2013-11-19,2013-11-24,2013-11-26,2013-12-01,2013-12-03,2013-12-08,2013-12-10,2013-12-15,2013-12-17,2013-12-22,2013-12-24,2013-12-29,2013-12-31,2014-01-05
Metallica: Through The Never,Japan,Pony Canyon,YEN,Complete,0,,,,19,,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08,2013-12-13,2013-12-15,2013-12-20,2013-12-22,2013-12-27,2013-12-29,2014-01-03,2014-01-05,2014-01-10,2014-01-12,2014-01-17,2014-01-19,2014-01-24,2014-01-26
Metallica: Through The Never,Jordan,Front Row,JOD,N/A,0,,,,,,NR,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Metallica: Through The Never,Kuwait,Front Row,KWD,Complete,0,,,,,,2013-10-10,2013-10-13,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08,2013-12-12,2013-12-15
Metallica: Through The Never,Latvia,West,EUD,Complete,0,,,,,,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08
Metallica: Through The Never,Lebanon,Front Row,LBP,Complete,0,,,,,,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08,2013-12-12,2013-12-15,2013-12-19,2013-12-22,2013-12-26,2013-12-29,2014-01-02,2014-01-05,2014-01-09,2014-01-12,2014-01-16,2014-01-19
Metallica: Through The Never,Lithuania,West,EUD,Complete,0,,,,,,2013-09-27,2013-09-29,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01
Metallica: Through The Never,Mexico,Pasatiempo,MXN,Complete,0,,,,6,,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08
Metallica: Through The Never,Netherlands,eOne - Benelux,EUD,Complete,0,,,,27,,2013-10-10,2013-10-13,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08,2013-12-12,2013-12-15
Metallica: Through The Never,New Zealand,eOne - Australia,NZD,Complete,0,,,,2,,2013-10-10,2013-10-13,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08,2013-12-12,2013-12-15
Metallica: Through The Never,Nicaragua,Pasatiempo,NIH,Complete,0,,,,,,2013-10-10,2013-10-13,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08,2013-12-12,2013-12-15
Metallica: Through The Never,Norway,Mis. Label,NOK,Complete,0,,,,,,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08,2013-12-13,2013-12-15,2013-12-20,2013-12-22,2013-12-27,2013-12-29
Metallica: Through The Never,Oman,Front Row,OMR,N/A,0,,,,,,NR,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Metallica: Through The Never,Panama,Pasatiempo,USD,Complete,0,,,,3,,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08,2013-12-13,2013-12-15,2013-12-20,2013-12-22
Metallica: Through The Never,Paraguay,Pasatiempo,PYG,Complete,0,,,,4,,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08,2013-12-13,2013-12-15,2013-12-20,2013-12-22,2013-12-27,2013-12-29,2014-01-03,2014-01-05,2014-01-10,2014-01-12
Metallica: Through The Never,Peru,Pasatiempo,PEN,Complete,0,,,,,,2014-03-06,2014-03-09,2014-03-13,2014-03-16,2014-03-20,2014-03-23,2014-03-27,2014-03-30,2014-04-03,2014-04-06,2014-04-10,2014-04-13,2014-04-17,2014-04-20,2014-04-24,2014-04-27,2014-05-01,2014-05-04,2014-05-08,2014-05-11
Metallica: Through The Never,Philippines,MVP,PHP,Complete,0,,,,,,2013-10-09,2013-10-13,2013-10-16,2013-10-20,2013-10-23,2013-10-27,2013-10-30,2013-11-03,2013-11-06,2013-11-10,2013-11-13,2013-11-17,2013-11-20,2013-11-24,2013-11-27,2013-12-01,2013-12-04,2013-12-08,2013-12-11,2013-12-15
Metallica: Through The Never,Poland,Forum Film,PLN,Complete,0,,,,40,,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08
Metallica: Through The Never,Portugal,Lusomundo,EUD,Complete,0,,,,,,2013-10-03,2013-10-06,2013-10-10,2013-10-13,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08
Metallica: Through The Never,Qatar,Front Row,QAR,N/A,0,,,,,,NR,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Metallica: Through The Never,Romania,Forum Film,RON,Complete,0,,,,,,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08
Metallica: Through The Never,Russia,West,RUB,Complete,0,,,,67,,2013-09-26,2013-09-29,2013-10-03,2013-10-06,2013-10-10,2013-10-13,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01
Metallica: Through The Never,Serbia,Forum Film,RSD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Metallica: Through The Never,Singapore,Shaw,SGD,Complete,0,,,,2,,2013-09-27,2013-09-29,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01
Metallica: Through The Never,Slovakia,Forum Film,EUD,Complete,0,,,,,,2013-10-03,2013-10-06,2013-10-10,2013-10-13,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08
Metallica: Through The Never,Slovenia,Forum Film,EUD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Metallica: Through The Never,South Africa,Times Media,ZAR,Complete,0,,,,,,2013-09-27,2013-09-29,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01
Metallica: Through The Never,South Korea,Montage,KRW,Complete,0,,,,4,,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08,2013-12-12,2013-12-15,2013-12-19,2013-12-22,2013-12-26,2013-12-29,2014-01-02,2014-01-05,2014-01-09,2014-01-12,2014-01-16,2014-01-19
Metallica: Through The Never,Spain,Precision,EUD,Complete,0,,,,50,,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08,2013-12-13,2013-12-15
Metallica: Through The Never,Sweden,Mis. Label,SEK,Complete,0,,,,6,,2013-10-07,2013-10-13,2013-10-14,2013-10-20,2013-10-21,2013-10-27,2013-10-28,2013-11-03,2013-11-04,2013-11-10,2013-11-11,2013-11-17,2013-11-18,2013-11-24,2013-11-25,2013-12-01,2013-12-02,2013-12-08,2013-12-09,2013-12-15
Metallica: Through The Never,French-Speaking Switzerland,Ascot Elite,CHF,Complete,0,,,,,,2013-10-09,2013-10-13,2013-10-16,2013-10-20,2013-10-23,2013-10-27,2013-10-30,2013-11-03,2013-11-06,2013-11-10,2013-11-13,2013-11-17,2013-11-20,2013-11-24,2013-11-27,2013-12-01,2013-12-04,2013-12-08,2013-12-11,2013-12-15
Metallica: Through The Never,German-Speaking Switzerland,Ascot Elite,CHF,Complete,0,,,,,,2013-10-03,2013-10-06,2013-10-10,2013-10-13,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08
Metallica: Through The Never,Italian-Speaking Switzerland,Ascot Elite,CHF,Complete,0,,,,,,2013-10-30,2013-11-03,2013-11-06,2013-11-10,2013-11-13,2013-11-17,2013-11-20,2013-11-24,2013-11-27,2013-12-01,2013-12-04,2013-12-08,2013-12-11,2013-12-15,2013-12-18,2013-12-22,2013-12-25,2013-12-29,2014-01-01,2014-01-05
Metallica: Through The Never,Ukraine,West,UAH,Complete,0,,,,37,,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08
Metallica: Through The Never,United Arab Emirates,Front Row,AED,Complete,0,,,,,,2013-10-17,2013-10-20,2013-10-24,2013-10-27,2013-10-31,2013-11-03,2013-11-07,2013-11-10,2013-11-14,2013-11-17,2013-11-21,2013-11-24,2013-11-28,2013-12-01,2013-12-05,2013-12-08,2013-12-12,2013-12-15,2013-12-19,2013-12-22
Metallica: Through The Never,United Kingdom,eOne - UK,GPB,Complete,0,,,,21,,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08
Metallica: Through The Never,United States,Picturehouse,USD,Complete,0,,,,589,,2013-09-27,2013-09-29,2013-10-04,2013-10-06,2013-10-11,2013-10-13,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01
Metallica: Through The Never,Uruguay,Pasatiempo,UYU,Complete,0,,,,,,2014-05-08,2014-05-11,2014-05-15,2014-05-18,2014-05-22,2014-05-25,2014-05-29,2014-06-01,2014-06-05,2014-06-08,2014-06-12,2014-06-15,2014-06-19,2014-06-22,2014-06-26,2014-06-29,2014-07-03,2014-07-06,2014-07-10,2014-07-13
Metallica: Through The Never,Venezuela,Pasatiempo,VEF,Complete,0,,,,20,,2013-10-18,2013-10-20,2013-10-25,2013-10-27,2013-11-01,2013-11-03,2013-11-08,2013-11-10,2013-11-15,2013-11-17,2013-11-22,2013-11-24,2013-11-29,2013-12-01,2013-12-06,2013-12-08,2013-12-13,2013-12-15,2013-12-20,2013-12-22
Mosul,Austria,Square One,EUD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mosul,Bahrain,Italia,BHD,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,Egypt,Italia,EGP,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,Ethiopia,Italia,ETB,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,Germany,Square One,EUD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mosul,Hong Kong,Sundream,HKD,Upcoming,0,,,,,,2021-06-17,2021-06-20,2021-06-24,2021-06-27,2021-07-01,2021-07-04,2021-07-08,2021-07-11,2021-07-15,2021-07-18,2021-07-22,2021-07-25,2021-07-29,2021-08-01,2021-08-05,2021-08-08,2021-08-12,2021-08-15,2021-08-19,2021-08-22
Mosul,Indonesia,PT Prima,IDR,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mosul,Iraq,Italia,IQD,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,Japan,Pony Canyon,YEN,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mosul,Jordan,Italia,JOD,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,Kuwait,Italia,KWD,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,Lebanon,Italia,LBP,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,Oman,Italia,OMR,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,Qatar,Italia,QAR,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,Saudi Arabia,Italia,SAR,,0,,,,,,,,1900-01-07,#VALUE!,1900-01-14,#VALUE!,1900-01-21,#VALUE!,1900-01-28,#VALUE!,1900-02-04,#VALUE!,1900-02-11,#VALUE!,1900-02-18,#VALUE!,1900-02-25,#VALUE!,1900-03-03,#VALUE!
Mosul,Singapore,Lighthouse,SGD,Complete,0,,,,9,,2020-11-19,2020-11-22,2020-11-26,2020-11-29,2020-12-03,2020-12-06,2020-12-10,2020-12-13,2020-12-17,2020-12-20,2020-12-24,2020-12-27,2020-12-31,2021-01-03,2021-01-07,2021-01-10,2021-01-14,2021-01-17,2021-01-21,2021-01-24
Mosul,South Korea,KTH,KRW,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mosul,French-Speaking Switzerland,Impuls,CHF,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mosul,German-Speaking Switzerland,Impuls,CHF,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mosul,Italian-Speaking Switzerland,Impuls,CHF,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mosul,United Arab Emirates,Italia,AED,Undated,0,,,,,,2020-06-25,2020-06-28,2020-07-02,2020-07-05,2020-07-09,2020-07-12,2020-07-16,2020-07-19,2020-07-23,2020-07-26,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30
Mosul,United States,101 Studios,USD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Argentina,Sun,ARS,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Bahrain,Gulf Film,BHD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Bolivia,Sun,BOB,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Brazil,Sun,BRL,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Chile,Sun,CLP,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Colombia,Sun,COP,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Croatia,MG Film,HRK,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Denmark,Sandrew,DKK,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Ecuador,Sun,USD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Egypt,Gulf Film,EGP,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Murder of a Cat,Finland,Sandrew,EUD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
