title,terr,dist,currency,ended,cume_bo,cume_adm,w_cume,w_adm,w_screen,w_rank,date,end_date,start_2,end_2,start_3,end_3,start_4,end_4,start_5,end_5,start_6,end_6,start_7,end_7,start_8,end_8,start_9,end_9,start_10,end_10
Capone,Lebanon,Selim,LBP,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Lithuania,GPI,EUD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Netherlands,The Searchers,EUD,Undated,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,New Zealand,Roadshow,NZD,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Norway,Star Media,NOK,Undated,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Oman,Selim,OMR,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Poland,Monolith,PLN,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Portugal,Lusomundo,EUD,Complete,0,,,,37,8,2020-07-30,2020-08-02,2020-08-06,2020-08-09,2020-08-13,2020-08-16,2020-08-20,2020-08-23,2020-08-27,2020-08-30,2020-09-03,2020-09-06,2020-09-10,2020-09-13,2020-09-17,2020-09-20,2020-09-24,2020-09-27,2020-10-01,2020-10-04
Capone,Qatar,Selim,QAR,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Russia,Exponenta,RUB,Complete,0,,,,643,,2020-10-01,2020-10-04,2020-10-08,2020-10-11,2020-10-15,2020-10-18,2020-10-22,2020-10-25,2020-10-29,2020-11-01,2020-11-05,2020-11-08,2020-11-12,2020-11-15,2020-11-19,2020-11-22,2020-11-26,2020-11-29,2020-12-03,2020-12-06
Capone,Saudi Arabia,Selim,SAR,,0,,,,,,,,1900-01-07,#VALUE!,1900-01-14,#VALUE!,1900-01-21,#VALUE!,1900-01-28,#VALUE!,1900-02-04,#VALUE!,1900-02-11,#VALUE!,1900-02-18,#VALUE!,1900-02-25,#VALUE!,1900-03-03,#VALUE!
Capone,Serbia,Blitz,RSD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Singapore,Lighthouse,SGD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Slovenia,Blitz,EUD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,South Africa,Empire,ZAR,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,South Korea,Storm Pictures,KRW,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Sweden,Star Media,SEK,Undated,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,French-Speaking Switzerland,Ascot Elite,CHF,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,German-Speaking Switzerland,Ascot Elite,CHF,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Italian-Speaking Switzerland,Ascot Elite,CHF,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Taiwan,Cai Chang,TWD,Complete,0,,,,20,,2020-07-10,2020-07-12,2020-07-17,2020-07-19,2020-07-24,2020-07-26,2020-07-31,2020-08-02,2020-08-07,2020-08-09,2020-08-14,2020-08-16,2020-08-21,2020-08-23,2020-08-28,2020-08-30,2020-09-04,2020-09-06,2020-09-11,2020-09-13
Capone,Turkey,TME,TRY,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,Ukraine,Exponenta,UAH,Complete,0,,,,,,2020-10-15,2020-10-18,2020-10-22,2020-10-25,2020-10-29,2020-11-01,2020-11-05,2020-11-08,2020-11-12,2020-11-15,2020-11-19,2020-11-22,2020-11-26,2020-11-29,2020-12-03,2020-12-06,2020-12-10,2020-12-13,2020-12-17,2020-12-20
Capone,United Arab Emirates,Selim,AED,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,United Kingdom,Entertainment Film,GPB,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Capone,United States,Vertical,USD,Undated,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Argentina,IDC,ARS,Complete,0,,,,1,,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16,2015-08-20,2015-08-23,2015-08-27,2015-08-30
Dark Places,Australia,Roadshow Films,AUS,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Austria,TMG,EUD,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Bahrain,Front Row,BHD,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Belgium,A-Film,EUD,Complete,0,,,,20,,2015-05-06,2015-05-10,2015-05-13,2015-05-17,2015-05-20,2015-05-24,2015-05-27,2015-05-31,2015-06-03,2015-06-07,2015-06-10,2015-06-14,2015-06-17,2015-06-21,2015-06-24,2015-06-28,2015-07-01,2015-07-05,2015-07-08,2015-07-12
Dark Places,Bolivia,IDC,BOB,Complete,0,,,,2,,2015-05-28,2015-05-31,2015-06-04,2015-06-07,2015-06-11,2015-06-14,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02
Dark Places,Brazil,IDC,BRL,Complete,0,,,,23,,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16,2015-08-20,2015-08-23
Dark Places,Bulgaria,Tandem Film,BGN,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Canada,Remstar,CAD,Complete,0,,,,,,2015-08-07,2015-08-09,2015-08-14,2015-08-16,2015-08-21,2015-08-23,2015-08-28,2015-08-30,2015-09-04,2015-09-06,2015-09-11,2015-09-13,2015-09-18,2015-09-20,2015-09-25,2015-09-27,2015-10-02,2015-10-04,2015-10-09,2015-10-11
Dark Places,Chile,IDC,CLP,Complete,0,,,,1,,2015-06-11,2015-06-14,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16
Dark Places,China,Q Global,CNH,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Colombia,IDC,COP,Complete,0,,,,7,,2015-08-13,2015-08-16,2015-08-20,2015-08-23,2015-08-27,2015-08-30,2015-09-03,2015-09-06,2015-09-10,2015-09-13,2015-09-17,2015-09-20,2015-09-24,2015-09-27,2015-10-01,2015-10-04,2015-10-08,2015-10-11,2015-10-15,2015-10-18
Dark Places,Costa Rica,IDC,CRC,Complete,0,,,,1,,2015-06-11,2015-06-14,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16
Dark Places,Croatia,Discovery,HRK,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Czech Republic,AQS,CZK,Complete,0,,,,,,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16,2015-08-20,2015-08-23
Dark Places,Denmark,Svensk,DKK,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Dominican Republic,IDC,DOP,Complete,0,,,,4,,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16,2015-08-20,2015-08-23
Dark Places,East Africa,Times Media,ZAR,Complete,0,,,,,,2015-09-04,2015-09-06,2015-09-11,2015-09-13,2015-09-18,2015-09-20,2015-09-25,2015-09-27,2015-10-02,2015-10-04,2015-10-09,2015-10-11,2015-10-16,2015-10-18,2015-10-23,2015-10-25,2015-10-30,2015-11-01,2015-11-06,2015-11-08
Dark Places,Ecuador,IDC,USD,Complete,0,,,,,,2015-07-17,2015-07-19,2015-07-24,2015-07-26,2015-07-31,2015-08-02,2015-08-07,2015-08-09,2015-08-14,2015-08-16,2015-08-21,2015-08-23,2015-08-28,2015-08-30,2015-09-04,2015-09-06,2015-09-11,2015-09-13,2015-09-18,2015-09-20
Dark Places,Egypt,Front Row,EGP,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,El Salvador,IDC,USD,Complete,0,,,,,,2015-06-11,2015-06-14,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16
Dark Places,Estonia,West,EUD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Finland,Svensk,EUD,Complete,0,,,,,,2015-10-09,2015-10-11,2015-10-16,2015-10-18,2015-10-23,2015-10-25,2015-10-30,2015-11-01,2015-11-06,2015-11-08,2015-11-13,2015-11-15,2015-11-20,2015-11-22,2015-11-27,2015-11-29,2015-12-04,2015-12-06,2015-12-11,2015-12-13
Dark Places,France,Mars Films,EUD,Complete,0,,,,211,,2015-04-08,2015-04-12,2015-04-15,2015-04-19,2015-04-22,2015-04-26,2015-04-29,2015-05-03,2015-05-06,2015-05-10,2015-05-13,2015-05-17,2015-05-20,2015-05-24,2015-05-27,2015-05-31,2015-06-03,2015-06-07,2015-06-10,2015-06-14
Dark Places,Germany,TMG,EUD,Complete,0,,,,11,,2015-12-10,2015-12-13,2015-12-17,2015-12-20,2015-12-24,2015-12-27,2015-12-31,2016-01-03,2016-01-07,2016-01-10,2016-01-14,2016-01-17,2016-01-21,2016-01-24,2016-01-28,2016-01-31,2016-02-04,2016-02-07,2016-02-11,2016-02-14
Dark Places,Greece,Odeon,EUD,Complete,0,,,,33,,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16,2015-08-20,2015-08-23,2015-08-27,2015-08-30,2015-09-03,2015-09-06,2015-09-10,2015-09-13
Dark Places,Guatemala,IDC,GTQ,Complete,0,,,,,,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16,2015-08-20,2015-08-23
Dark Places,Honduras,IDC,HNL,Complete,0,,,,,,2015-06-11,2015-06-14,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16
Dark Places,Hong Kong,Intercontinental,HKD,Complete,0,,,,7,,2015-10-01,2015-10-04,2015-10-08,2015-10-11,2015-10-15,2015-10-18,2015-10-22,2015-10-25,2015-10-29,2015-11-01,2015-11-05,2015-11-08,2015-11-12,2015-11-15,2015-11-19,2015-11-22,2015-11-26,2015-11-29,2015-12-03,2015-12-06
Dark Places,Hungary,Prorom,HUF,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Iceland,Sam Film,ISK,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,India,Tanweer,INR,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Indonesia,PT Amero,IDR,Complete,0,,,,,,2015-11-10,2015-11-15,2015-11-17,2015-11-22,2015-11-24,2015-11-29,2015-12-01,2015-12-06,2015-12-08,2015-12-13,2015-12-15,2015-12-20,2015-12-22,2015-12-27,2015-12-29,2016-01-03,2016-01-05,2016-01-10,2016-01-12,2016-01-17
Dark Places,Iraq,Front Row,IQD,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Israel,United King,ILS,Complete,0,,,,,,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16,2015-08-20,2015-08-23,2015-08-27,2015-08-30,2015-09-03,2015-09-06,2015-09-10,2015-09-13,2015-09-17,2015-09-20
Dark Places,Italy,M2,EUD,Complete,0,,,,28,,2015-10-22,2015-10-25,2015-10-29,2015-11-01,2015-11-05,2015-11-08,2015-11-12,2015-11-15,2015-11-19,2015-11-22,2015-11-26,2015-11-29,2015-12-03,2015-12-06,2015-12-10,2015-12-13,2015-12-17,2015-12-20,2015-12-24,2015-12-27
Dark Places,Japan,CCC,YEN,Complete,0,,,,43,,2016-06-24,2016-06-26,2016-07-01,2016-07-03,2016-07-08,2016-07-10,2016-07-15,2016-07-17,2016-07-22,2016-07-24,2016-07-29,2016-07-31,2016-08-05,2016-08-07,2016-08-12,2016-08-14,2016-08-19,2016-08-21,2016-08-26,2016-08-28
Dark Places,Jordan,Front Row,JOD,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Kuwait,Front Row,KWD,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Latvia,West,EUD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Lebanon,Front Row,LBP,Complete,0,,,,,,2015-09-17,2015-09-20,2015-09-24,2015-09-27,2015-10-01,2015-10-04,2015-10-08,2015-10-11,2015-10-15,2015-10-18,2015-10-22,2015-10-25,2015-10-29,2015-11-01,2015-11-05,2015-11-08,2015-11-12,2015-11-15,2015-11-19,2015-11-22
Dark Places,Lithuania,West,EUD,Undated,0,,,,,,TBD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Malaysia,Universal Excel,MYR,Complete,0,,,,29,,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16,2015-08-20,2015-08-23,2015-08-27,2015-08-30
Dark Places,Mexico,IDC,MXN,Complete,0,,,,123,,2015-06-05,2015-06-07,2015-06-12,2015-06-14,2015-06-19,2015-06-21,2015-06-26,2015-06-28,2015-07-03,2015-07-05,2015-07-10,2015-07-12,2015-07-17,2015-07-19,2015-07-24,2015-07-26,2015-07-31,2015-08-02,2015-08-07,2015-08-09
Dark Places,Netherlands,A-Film,EUD,Complete,0,,,,34,,2015-08-06,2015-08-09,2015-08-13,2015-08-16,2015-08-20,2015-08-23,2015-08-27,2015-08-30,2015-09-03,2015-09-06,2015-09-10,2015-09-13,2015-09-17,2015-09-20,2015-09-24,2015-09-27,2015-10-01,2015-10-04,2015-10-08,2015-10-11
Dark Places,New Zealand,Roadshow Films,NZD,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Nicaragua,IDC,NIH,Complete,0,,,,,,2015-06-11,2015-06-14,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16
Dark Places,Norway,Svensk,NOK,Complete,0,,,,,,2015-08-28,2015-08-30,2015-09-04,2015-09-06,2015-09-11,2015-09-13,2015-09-18,2015-09-20,2015-09-25,2015-09-27,2015-10-02,2015-10-04,2015-10-09,2015-10-11,2015-10-16,2015-10-18,2015-10-23,2015-10-25,2015-10-30,2015-11-01
Dark Places,Oman,Front Row,OMR,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Panama,IDC,USD,Complete,0,,,,,,2015-06-11,2015-06-14,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16
Dark Places,Paraguay,IDC,PYG,,0,,,,,,,,1900-01-07,#VALUE!,1900-01-14,#VALUE!,1900-01-21,#VALUE!,1900-01-28,#VALUE!,1900-02-04,#VALUE!,1900-02-11,#VALUE!,1900-02-18,#VALUE!,1900-02-25,#VALUE!,1900-03-03,#VALUE!
Dark Places,Peru,IDC,PEN,Complete,0,,,,,,2015-06-11,2015-06-14,2015-06-18,2015-06-21,2015-06-25,2015-06-28,2015-07-02,2015-07-05,2015-07-09,2015-07-12,2015-07-16,2015-07-19,2015-07-23,2015-07-26,2015-07-30,2015-08-02,2015-08-06,2015-08-09,2015-08-13,2015-08-16
Dark Places,Philippines,Captive,PHP,Complete,0,,,,,,2015-07-29,2015-08-02,2015-08-05,2015-08-09,2015-08-12,2015-08-16,2015-08-19,2015-08-23,2015-08-26,2015-08-30,2015-09-02,2015-09-06,2015-09-09,2015-09-13,2015-09-16,2015-09-20,2015-09-23,2015-09-27,2015-09-30,2015-10-04
Dark Places,Poland,Monolith,PLN,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dark Places,Portugal,Lusomundo,EUD,Complete,0,,,,20,,2015-08-13,2015-08-16,2015-08-20,2015-08-23,2015-08-27,2015-08-30,2015-09-03,2015-09-06,2015-09-10,2015-09-13,2015-09-17,2015-09-20,2015-09-24,2015-09-27,2015-10-01,2015-10-04,2015-10-08,2015-10-11,2015-10-15,2015-10-18
Dark Places,Qatar,Front Row,QAR,N/A,0,,,,,,STV,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
