"title,terr,dist,currency,ended,Box Office Release Date,Weeks in Release,cume_bo,cume_adm"
"Pele: Birth of a Legend,United States,IFC,USD,Complete,42503,3,49979,0"
"Pele: Birth of a Legend,Vietnam,A-Company,VND,N/A,STV,,0,0"
"Penguin Bloom,Argentina,Cine Video y TV,ARS,Undated,TBD,,0,0"
"Penguin Bloom,Australia,Roadshow Films,AUS,In Release,44217,16,7506370,0"
"Penguin Bloom,Austria,Leonine,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Bolivia,Cine Video y TV,BOB,Undated,TBD,,0,0"
"Penguin Bloom,Brazil,Cine Video y TV,BRL,Undated,TBD,,0,0"
"Penguin Bloom,Bulgaria,M2,BGN,Undated,TBD,,0,0"
"Penguin Bloom,Chile,Cine Video y TV,CLP,Undated,TBD,,0,0"
"Penguin Bloom,Colombia,Cine Video y TV,COP,Undated,TBD,,0,0"
"Penguin Bloom,Croatia,M2,HRK,Undated,TBD,,0,0"
"Penguin Bloom,Czech Republic,M2,CZK,Undated,TBD,,0,0"
"Penguin Bloom,Denmark,Svensk,DKK,Undated,TBD,,0,0"
"Penguin Bloom,Ecuador,Cine Video y TV,USD,Undated,TBD,,0,0"
"Penguin Bloom,Estonia,Hea Films,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Finland,Svensk,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Germany,Leonine,EUD,Upcoming,44392,,0,0"
"Penguin Bloom,Greece,Spentzos,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Hungary,M2,HUF,Undated,TBD,,0,0"
"Penguin Bloom,Iceland,Sena,ISK,N/A,STV,,0,0"
"Penguin Bloom,Indonesia,Falcon,IDR,N/A,STV,,0,0"
"Penguin Bloom,Israel,United King,ILS,Undated,TBD,,0,0"
"Penguin Bloom,Italy,Lucky Red,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Latvia,Hea Films,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Lithuania,Hea Films,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Mexico,Cine Video y TV,MXN,In Release,44315,2,5468594,71527"
"Penguin Bloom,New Zealand,Roadshow Films,NZD,Complete,44217,14,359569,0"
"Penguin Bloom,Norway,Svensk,NOK,Undated,TBD,,0,0"
"Penguin Bloom,Paraguay,Cine Video y TV,PYG,Undated,TBD,,0,0"
"Penguin Bloom,Peru,Cine Video y TV,PEN,Undated,TBD,,0,0"
"Penguin Bloom,Poland,M2,PLN,Undated,TBD,,0,0"
"Penguin Bloom,Portugal,Lusomundo,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Romania,M2,RON,Undated,TBD,,0,0"
"Penguin Bloom,Russia,Central Partnership,RUB,Complete,44252,2,653325,2174"
"Penguin Bloom,Serbia,M2,RSD,Undated,TBD,,0,0"
"Penguin Bloom,Slovakia,M2,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Slovenia,M2,EUD,Undated,TBD,,0,0"
"Penguin Bloom,Spain,A Contracorriente,EUD,Upcoming,44470,,0,0"
"Penguin Bloom,Sweden,Svensk,SEK,Complete,44239,12,103140,860"
"Penguin Bloom,French-Speaking Switzerland,Leonine,CHF,Undated,TBD,,0,0"
"Penguin Bloom,German-Speaking Switzerland,Leonine,CHF,Undated,TBD,,0,0"
"Penguin Bloom,Italian-Speaking Switzerland,Leonine,CHF,Undated,TBD,,0,0"
"Penguin Bloom,Turkey,Fabula,TRY,Undated,TBD,,0,0"
"Penguin Bloom,Ukraine,Central Partnership,UAH,Undated,TBD,,0,0"
"Penguin Bloom,Uruguay,Cine Video y TV,UYU,Undated,TBD,,0,0"
"Penguin Bloom,Venezuela,Cine Video y TV,VES,Undated,TBD,,0,0"
"Pixie,Argentina,Turner,ARS,Undated,TBD,,0,0"
"Pixie,Australia,Paramount,AUS,Complete,44224,10,236391,0"
"Pixie,Belgium,Three Lines,EUD,Undated,TBD,,0,0"
"Pixie,Bolivia,Turner,BOB,Undated,TBD,,0,0"
"Pixie,Brazil,Turner,BRL,Undated,TBD,,0,0"
"Pixie,Chile,Turner,CLP,Undated,TBD,,0,0"
"Pixie,Colombia,Turner,COP,Undated,TBD,,0,0"
"Pixie,Ecuador,Turner,USD,Undated,TBD,,0,0"
"Pixie,Estonia,Volga Film,EUD,N/A,STV,,0,0"
"Pixie,Greece,Spentzos,EUD,Undated,TBD,,0,0"
"Pixie,Latvia,Volga Film,EUD,N/A,STV,,0,0"
"Pixie,Lithuania,Volga Film,EUD,N/A,STV,,0,0"
"Pixie,Mexico,Turner,MXN,Undated,TBD,,0,0"
"Pixie,Netherlands,Three Lines,EUD,Undated,TBD,,0,0"
"Pixie,New Zealand,Paramount,NZD,Complete,44224,1,18697,0"
"Pixie,Paraguay,Turner,PYG,Undated,TBD,,0,0"
"Pixie,Peru,Turner,PEN,Undated,TBD,,0,0"
"Pixie,Poland,Best Film,PLN,Undated,NS,,0,0"
"Pixie,Russia,Volga Film,RUB,N/A,STV,,0,0"
"Pixie,South Africa,Filmfinity,ZAR,Undated,TBD,,0,0"
"Pixie,South Korea,Korea Screen,KRW,Undated,TBD,,0,0"
"Pixie,Spain,Twelve Oaks,EUD,Undated,TBD,,0,0"
"Pixie,Thailand,Golden A,THB,Undated,TBD,,0,0"
"Pixie,Ukraine,Volga Film,UAH,Undated,TBD,,0,0"
"Pixie,United Kingdom,Paramount,GPB,Complete,44127,10,425402,0"
"Pixie,United States,Saban,USD,Complete,44260,1,4481,0"
"Pixie,Venezuela,Turner,VES,Undated,TBD,,0,0"
"The Quiet Ones,Argentina,CDC,ARS,Complete,41767,10,4564056,103549"
"The Quiet Ones,Australia,Umbrella,AUS,Undated,TBD,,0,0"
"The Quiet Ones,Austria,Ascot Elite,EUD,Undated,TBD,,0,0"
"The Quiet Ones,Bahrain,Front Row,BHD,Undated,TBD,,0,0"
"The Quiet Ones,Belgium,Independent Films,EUD,Complete,41759,5,64066,0"
"The Quiet Ones,Bolivia,CDC,BOB,Complete,42537,2,46871,1276"
"The Quiet Ones,Brazil,CDC,BRL,Complete,41830,3,496477,43454"
"The Quiet Ones,Bulgaria,A-Company,BGN,Undated,TBD,,0,0"
"The Quiet Ones,Canada,Lionsgate,CAD,Complete,41754,,0,0"
"The Quiet Ones,Chile,CDC,CLP,Undated,TBD,,0,0"
"The Quiet Ones,Colombia,CDC,COP,Complete,41761,6,642643700,86823"
"The Quiet Ones,Costa Rica,CDC,CRC,Complete,42222,1,2096200,843"
"The Quiet Ones,Croatia,A-Company,HRK,Undated,TBD,,0,0"
"The Quiet Ones,Czech Republic,A-Company,CZK,Undated,TBD,,0,0"
"The Quiet Ones,Denmark,Scanbox,DKK,Complete,41942,1,18980,234"
"The Quiet Ones,Dominican Republic,CDC,DOP,Complete,41788,,0,0"
"The Quiet Ones,Ecuador,CDC,USD,Undated,TBD,,0,0"
"The Quiet Ones,Egypt,Front Row,EGP,Complete,41759,,0,0"
"The Quiet Ones,El Salvador,CDC,USD,Complete,41872,3,21581,6155"
"The Quiet Ones,Estonia,A-Company,EUD,Complete,41761,3,9320,2153"
"The Quiet Ones,Finland,Scanbox,EUD,Undated,TBD,,0,0"
"The Quiet Ones,France,Metropolitan,EUD,Undated,TBD,,0,0"
"The Quiet Ones,Germany,Ascot Elite,EUD,Undated,TBD,,0,0"
"The Quiet Ones,Greece,Odeon,EUD,Undated,TBD,,0,0"
"The Quiet Ones,Guatemala,CDC,GTQ,Complete,41942,3,271004,8862"
"The Quiet Ones,Honduras,CDC,HNL,Complete,41879,2,256914,3674"
"The Quiet Ones,Hong Kong,Deltamac,HKD,Undated,TBD,,0,0"
"The Quiet Ones,Hungary,A-Company,HUF,Complete,41753,1,3565688.89,2687"
"The Quiet Ones,Iceland,Sam Film,ISK,Undated,TBD,,0,0"
"The Quiet Ones,India,Tanweer,INR,Complete,41789,,0,0"
"The Quiet Ones,Indonesia,PT Amero,IDR,Undated,TBD,,0,0"
"The Quiet Ones,Iraq,Front Row,IQD,Undated,TBD,,0,0"
"The Quiet Ones,Israel,United King,ILS,Undated,TBD,,0,0"
"The Quiet Ones,Italy,Lucky Red,EUD,Complete,41822,9,1128563,207277"
"The Quiet Ones,Japan,Culture Convenience Club,YEN,Undated,TBD,,0,0"
"The Quiet Ones,Jordan,Front Row,JOD,Undated,TBD,,0,0"
"The Quiet Ones,Kuwait,Front Row,KWD,Complete,41753,,0,0"
"The Quiet Ones,Latvia,A-Company,EUD,Complete,41768,4,3655,1170"
"The Quiet Ones,Lebanon,Front Row,LBP,Undated,TBD,,0,0"
"The Quiet Ones,Lithuania,A-Company,EUD,Complete,41768,3,25662,5464"
"The Quiet Ones,Malaysia,Suraya,MYR,Complete,41753,4,741342.99,55460"
"The Quiet Ones,Mexico,CDC,MXN,Complete,41767,22,20797789,481603"
"The Quiet Ones,Netherlands,Independent Films,EUD,Complete,41767,1,51812,0"
"The Quiet Ones,New Zealand,Umbrella,NZD,Complete,41767,2,7709,0"
"The Quiet Ones,Norway,Scanbox,NOK,Complete,41943,2,343035,4300"
"The Quiet Ones,Oman,Front Row,OMR,Undated,TBD,,0,0"
"The Quiet Ones,Paraguay,CDC,PYG,Complete,41803,3,63430000,2591"
"The Quiet Ones,Peru,CDC,PEN,Complete,41830,3,581686,60730"
"The Quiet Ones,Philippines,Pioneer,PHP,Complete,41787,3,2919123,0"
"The Quiet Ones,Poland,A-Company,PLN,Complete,41775,2,449605,0"
"The Quiet Ones,Portugal,Lusomundo,EUD,Complete,41795,2,4785,961"
"The Quiet Ones,Qatar,Front Row,QAR,Undated,TBD,,0,0"
"The Quiet Ones,Romania,A-Company,RON,Undated,TBD,,0,0"
"The Quiet Ones,Russia,A-Company,RUB,Complete,41767,3,48352682,218326"
"The Quiet Ones,Serbia,A-Company,RSD,Undated,TBD,,0,0"
"The Quiet Ones,Singapore,Cathay,SGD,Complete,41774,4,155921,16406"
"The Quiet Ones,Slovakia,A-Company,EUD,Undated,TBD,,0,0"
"The Quiet Ones,Slovenia,A-Company,EUD,Undated,TBD,,0,0"
"The Quiet Ones,South Africa,Nu Metro,ZAR,Complete,41796,,0,0"
"The Quiet Ones,South Korea,Entermode,KRW,Complete,41900,7,75213500,9736"
"The Quiet Ones,Spain,Vertice,EUD,Undated,TBD,,0,0"
"The Quiet Ones,Sweden,Scanbox,SEK,Complete,41936,2,51297,508"
"The Quiet Ones,French-Speaking Switzerland,Ascot Elite,CHF,Undated,TBD,,0,0"
"The Quiet Ones,German-Speaking Switzerland,Ascot Elite,CHF,Undated,TBD,,0,0"
"The Quiet Ones,Italian-Speaking Switzerland,Ascot Elite,CHF,Undated,TBD,,0,0"
"The Quiet Ones,Taiwan,Cai Chang,TWD,Complete,41782,,0,0"
"The Quiet Ones,Thailand,M Pictures,THB,Complete,41781,,0,0"
"The Quiet Ones,Turkey,D Productions,TRY,Undated,TBD,,0,0"
"The Quiet Ones,Ukraine,A-Company,UAH,Complete,41774,,0,0"
"The Quiet Ones,United Arab Emirates,Front Row,AED,Complete,41879,,0,0"
"The Quiet Ones,United Kingdom,Lionsgate UK Ltd.,GPB,Complete,41740,7,1616857,0"
"The Quiet Ones,United States,Lionsgate,USD,Complete,41754,6,8509867,0"
"The Quiet Ones,Uruguay,CDC,UYU,Complete,41788,10,2685424,16980"
"The Quiet Ones,Venezuela,CDC,VEF,Complete,41978,9,3129244,36080"
"The Quiet Ones,Vietnam,M Pictures,VND,Complete,41859,3,282880000,0"
"The Quiet Ones,West Indies,VAA,TTD,Undated,TBD,,0,0"
"Rebel In The Rye,Argentina,Sony,ARS,N/A,STV,,0,0"
"Rebel In The Rye,Australia,Roadshow Films,AUS,N/A,STV,,0,0"
"Rebel In The Rye,Austria,Square One,EUD,N/A,STV,,0,0"
"Rebel In The Rye,Bahrain,Front Row,BHD,N/A,NR,,0,0"
"Rebel In The Rye,Bolivia,Sony,BOB,N/A,STV,,0,0"
"Rebel In The Rye,Brazil,Sony,BRL,N/A,STV,,0,0"
"Rebel In The Rye,Bulgaria,Sony,BGN,N/A,STV,,0,0"
"Rebel In The Rye,Canada,Mongrel Media,CAD,Complete,43014,4,15611,0"
"Rebel In The Rye,Chile,Sony,CLP,N/A,STV,,0,0"
"Rebel In The Rye,China,Bona Films,CNH,Undated,TBD,,0,0"
"Rebel In The Rye,Colombia,Sony,COP,N/A,STV,,0,0"
"Rebel In The Rye,Costa Rica,Sony,CRC,N/A,STV,,0,0"
"Rebel In The Rye,Croatia,Sony,HRK,N/A,STV,,0,0"
"Rebel In The Rye,Czech Republic,Sony,CZK,N/A,STV,,0,0"
"Rebel In The Rye,Denmark,Sony,DKK,N/A,STV,,0,0"
"Rebel In The Rye,Dominican Republic,PA Placeholder,DOP,N/A,STV,,0,0"
"Rebel In The Rye,Ecuador,Sony,USD,N/A,STV,,0,0"
"Rebel In The Rye,Egypt,Front Row,EGP,N/A,NR,,0,0"
"Rebel In The Rye,El Salvador,Sony,USD,N/A,STV,,0,0"
"Rebel In The Rye,Estonia,Acme Film,EUD,Complete,43000,3,10435,2608"
"Rebel In The Rye,Finland,Sony,EUD,N/A,STV,,0,0"
"Rebel In The Rye,France,Selective,EUD,N/A,STV,,0,0"
"Rebel In The Rye,Germany,Square One,EUD,N/A,STV,,0,0"
"Rebel In The Rye,Greece,Odeon,EUD,Complete,43013,3,26143,4044"
"Rebel In The Rye,Guatemala,Sony Pictures Classics,GTQ,N/A,STV,,0,0"
"Rebel In The Rye,Honduras,PA Placeholder,HNL,N/A,STV,,0,0"
"Rebel In The Rye,Hong Kong,Edko,HKD,Complete,43041,4,267953,4320"
"Rebel In The Rye,Hungary,Sony,HUF,N/A,STV,,0,0"
"Rebel In The Rye,Iceland,Sena,ISK,N/A,STV,,0,0"
"Rebel In The Rye,India,PVR,INR,Complete,43077,1,39399.74,45"
"Rebel In The Rye,Indonesia,PT Prima,IDR,N/A,STV,,0,0"
"Rebel In The Rye,Iraq,Front Row,IQD,N/A,NR,,0,0"
"Rebel In The Rye,Israel,United King,ILS,N/A,STV,,0,0"
"Rebel In The Rye,Italy,Andrea Leone,EUD,Undated,TBD,,0,0"
"Rebel In The Rye,Japan,Phantom,YEN,In Release,43483,4,16652500,13056"
"Rebel In The Rye,Jordan,Front Row,JOD,N/A,NR,,0,0"
"Rebel In The Rye,Kuwait,Front Row,KWD,Complete,43041,1,3215,982"
"Rebel In The Rye,Latvia,Acme Film,EUD,Complete,43021,4,14557,2835"
"Rebel In The Rye,Lebanon,Front Row,LBP,N/A,NR,,0,0"
"Rebel In The Rye,Lithuania,Acme Film,EUD,N/A,STV,,0,0"
"Rebel In The Rye,Mexico,Sony,MXN,N/A,STV,,0,0"
"Rebel In The Rye,New Zealand,Roadshow Films,NZD,N/A,STV,,0,0"
"Rebel In The Rye,Nicaragua,Sony,NIH,N/A,STV,,0,0"
"Rebel In The Rye,Norway,Sony,NOK,N/A,STV,,0,0"
"Rebel In The Rye,Oman,Front Row,OMR,N/A,NR,,0,0"
"Rebel In The Rye,Panama,Sony,USD,N/A,STV,,0,0"
"Rebel In The Rye,Paraguay,Sony,PYG,N/A,STV,,0,0"
"Rebel In The Rye,Peru,Sony,PEN,N/A,STV,,0,0"
"Rebel In The Rye,Poland,Sony,PLN,N/A,STV,,0,0"
"Rebel In The Rye,Portugal,Lusomundo,EUD,Complete,43055,3,9107,1684"
"Rebel In The Rye,Qatar,Front Row,QAR,N/A,NR,,0,0"
"Rebel In The Rye,Romania,Sony,RON,N/A,STV,,0,0"
"Rebel In The Rye,Russia,Exponenta,RUB,Complete,43076,8,17175227,61213"
"Rebel In The Rye,Serbia,Sony,RSD,N/A,STV,,0,0"
"Rebel In The Rye,Slovakia,Sony,EUD,N/A,STV,,0,0"
"Rebel In The Rye,Slovenia,Sony,EUD,N/A,STV,,0,0"
"Rebel In The Rye,South Africa,Times Media,ZAR,Complete,43063,3,171020,2880"
"Rebel In The Rye,South Korea,Entermode,KRW,Undated,TBD,,0,0"
"Rebel In The Rye,Spain,Filmax,EUD,Undated,TBD,,0,0"
"Rebel In The Rye,Sweden,Sony,SEK,N/A,STV,,0,0"
"Rebel In The Rye,French-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"Rebel In The Rye,German-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"Rebel In The Rye,Italian-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"Rebel In The Rye,Taiwan,Filmware,TWD,Complete,43035,2,229870.02,1093"
"Rebel In The Rye,Thailand,M Pictures,THB,N/A,STV,,0,0"
"Rebel In The Rye,Turkey,Bir,TRY,Complete,43014,5,111515,7908"
"Rebel In The Rye,Ukraine,Exponenta,UAH,Complete,43076,1,1069719,12949"
"Rebel In The Rye,United Arab Emirates,Front Row,AED,Complete,43041,1,25291,615"
"Rebel In The Rye,United Kingdom,Movie Partnership,GPB,N/A,STV,,0,0"
"Rebel In The Rye,United States,IFC,USD,Complete,42986,8,378294,0"
"Rebel In The Rye,Uruguay,Sony,UYU,N/A,STV,,0,0"
"Rebel In The Rye,Venezuela,Sony,VEF,N/A,STV,,0,0"
"Rebel In The Rye,Vietnam,A-Company,VND,Undated,TBD,,0,0"
"Robot & Frank,Australia,Sony,AUS,Complete,41228,5,180279,0"
"Robot & Frank,Austria,Senator,EUD,Complete,41207,4,35933,4849"
"Robot & Frank,Bahrain,Front Row,BHD,Undated,TBD,,0,0"
"Robot & Frank,Belgium,Paradiso,EUD,Complete,41185,5,8987,0"
"Robot & Frank,China,Bluemedia Times,CNH,Undated,TBD,,0,0"
"Robot & Frank,Egypt,Front Row,EGP,Undated,TBD,,0,0"
"Robot & Frank,France,EuropaCorp,EUD,Complete,41171,2,169321,26374"
"Robot & Frank,Germany,Senator,EUD,Complete,41207,7,229084,34770"
"Robot & Frank,Greece,Odeon,EUD,Undated,TBD,,0,0"
"Robot & Frank,Hong Kong,Golden Scene,HKD,Complete,41305,3,244207,0"
"Robot & Frank,India,Tanweer,INR,Undated,TBD,,0,0"
"Robot & Frank,Indonesia,PT Prima,IDR,Undated,TBD,,0,0"
"Robot & Frank,Iraq,Front Row,IQD,Undated,TBD,,0,0"
"Robot & Frank,Israel,United King,ILS,Complete,41270,,0,0"
"Robot & Frank,Japan,Kadokawa,YEN,Complete,41496,1,4910700,4228"
"Robot & Frank,Jordan,Front Row,JOD,Undated,TBD,,0,0"
"Robot & Frank,Kuwait,Front Row,KWD,Undated,TBD,,0,0"
"Robot & Frank,Lebanon,Front Row,LBP,Undated,TBD,,0,0"
"Robot & Frank,Netherlands,Paradiso,EUD,Complete,41214,,0,0"
"Robot & Frank,New Zealand,Sony,NZD,Complete,41228,5,51977,0"
"Robot & Frank,Oman,Front Row,OMR,Undated,TBD,,0,0"
"Robot & Frank,Pakistan,Tanweer,INR,Complete,41187,,0,0"
"Robot & Frank,Portugal,PRIS,EUD,Complete,41347,3,5225,1055"
"Robot & Frank,Qatar,Front Row,QAR,Undated,TBD,,0,0"
"Robot & Frank,Singapore,Cathay,SGD,Undated,TBD,,0,0"
"Robot & Frank,South Africa,Sony,ZAR,Complete,41383,5,142222,0"
"Robot & Frank,South Korea,Fine Pictures,KRW,Complete,41291,2,68414000,10265"
"Robot & Frank,Spain,A Contracorriente,EUD,Complete,41418,20,471891,69420"
"Robot & Frank,Sweden,Sony,SEK,Complete,41215,1,8814,93"
"Robot & Frank,French-Speaking Switzerland,Ascot Elite,CHF,Undated,TBD,,0,0"
"Robot & Frank,German-Speaking Switzerland,Ascot Elite,CHF,Complete,41208,1,68759,0"
"Robot & Frank,Italian-Speaking Switzerland,Ascot Elite,CHF,Undated,TBD,,0,0"
"Robot & Frank,Taiwan,Filmware,TWD,Complete,41194,,0,0"
"Robot & Frank,Thailand,M Pictures,THB,Undated,TBD,,0,0"
"Robot & Frank,Turkey,Tanweer,TRY,Undated,TBD,,0,0"
"Robot & Frank,United Arab Emirates,Front Row,AED,Complete,41186,,0,0"
"Robot & Frank,United Kingdom,eOne - UK,GPB,Complete,41341,12,304599,0"
"Robot & Frank,United States,Samuel Goldwyn,USD,Complete,41138,23,3325038,0"
"The Sea of Trees,Argentina,Sony,ARS,N/A,STV,,0,0"
"The Sea of Trees,Australia,eOne - Australia,AUS,N/A,STV,,0,0"
"The Sea of Trees,Austria,Ascot Elite,EUD,N/A,STV,,0,0"
"The Sea of Trees,Bahrain,Italia,BHD,N/A,STV,,0,0"
"The Sea of Trees,Belgium,Belga Films SA,EUD,Complete,42487,4,27175,3899"
"The Sea of Trees,Bolivia,Sony,BOB,N/A,STV,,0,0"
"The Sea of Trees,Brazil,Sony,BRL,N/A,STV,,0,0"
"The Sea of Trees,Bulgaria,Sony,BGN,N/A,STV,,0,0"
"The Sea of Trees,Canada,eOne - Canada,CAD,N/A,STV,,0,0"
"The Sea of Trees,Chile,Sony,CLP,N/A,STV,,0,0"
"The Sea of Trees,China,Apsara,CNH,Undated,TBD,,0,0"
"The Sea of Trees,Colombia,Sony,COP,N/A,STV,,0,0"
"The Sea of Trees,Costa Rica,Sony,CRC,,,,0,0"
"The Sea of Trees,Croatia,Sony,HRK,N/A,STV,,0,0"
"The Sea of Trees,Czech Republic,Sony,CZK,N/A,STV,,0,0"
"The Sea of Trees,Denmark,Sony,DKK,N/A,STV,,0,0"
"The Sea of Trees,Dominican Republic,Sony,DOP,,,,0,0"
"The Sea of Trees,Ecuador,Sony,USD,N/A,STV,,0,0"
"The Sea of Trees,Egypt,Italia,EGP,N/A,STV,,0,0"
"The Sea of Trees,El Salvador,Sony,USD,,,,0,0"
"The Sea of Trees,Estonia,Red Castle,EUD,N/A,STV,,0,0"
"The Sea of Trees,Finland,Sony,EUD,N/A,STV,,0,0"
"The Sea of Trees,France,SND,EUD,Complete,42487,4,172979,26777"
"The Sea of Trees,Germany,Ascot Elite,EUD,N/A,STV,,0,0"
"The Sea of Trees,Greece,Odeon,EUD,Complete,42491,4,19963,3126"
"The Sea of Trees,Guatemala,Sony,GTQ,,,,0,0"
"The Sea of Trees,Honduras,Sony,HNL,,,,0,0"
"The Sea of Trees,Hong Kong,Apsara,HKD,Undated,TBD,,0,0"
"The Sea of Trees,Hungary,Sony,HUF,Undated,TBD,,0,0"
"The Sea of Trees,Iceland,Sam Film,ISK,N/A,STV,,0,0"
"The Sea of Trees,India,Apsara,INR,Undated,TBD,,0,0"
"The Sea of Trees,Indonesia,Apsara,IDR,Undated,TBD,,0,0"
"The Sea of Trees,Iraq,Italia,IQD,N/A,STV,,0,0"
"The Sea of Trees,Israel,United King,ILS,Complete,42663,2,56077.5,1893"
"The Sea of Trees,Italy,Lucky Red,EUD,Complete,42488,5,591063,102484"
"The Sea of Trees,Japan,Parco,YEN,Complete,42489,7,133382900,112164"
"The Sea of Trees,Jordan,Italia,JOD,N/A,STV,,0,0"
"The Sea of Trees,Kuwait,Italia,KWD,N/A,NR,,0,0"
"The Sea of Trees,Latvia,Red Castle,EUD,N/A,STV,,0,0"
"The Sea of Trees,Lebanon,Italia,LBP,N/A,STV,,0,0"
"The Sea of Trees,Lithuania,Red Castle,EUD,N/A,STV,,0,0"
"The Sea of Trees,Malaysia,Apsara,MYR,Undated,TBD,,0,0"
"The Sea of Trees,Mexico,Sony,MXN,N/A,STV,,0,0"
"The Sea of Trees,Netherlands,Belga,EUD,Complete,42502,6,44115,6228"
"The Sea of Trees,New Zealand,eOne - Australia,NZD,N/A,STV,,0,0"
"The Sea of Trees,Norway,Sony,NOK,N/A,STV,,0,0"
"The Sea of Trees,Oman,Italia,OMR,N/A,STV,,0,0"
"The Sea of Trees,Panama,Sony,USD,,,,0,0"
"The Sea of Trees,Paraguay,Sony,PYG,N/A,STV,,0,0"
"The Sea of Trees,Peru,Sony,PEN,N/A,STV,,0,0"
"The Sea of Trees,Philippines,Apsara,PHP,Undated,TBD,,0,0"
"The Sea of Trees,Poland,Sony,PLN,N/A,STV,,0,0"
"The Sea of Trees,Portugal,Leopardo,EUD,Undated,TBD,,0,0"
"The Sea of Trees,Qatar,Italia,QAR,N/A,STV,,0,0"
"The Sea of Trees,Romania,Sony,RON,N/A,STV,,0,0"
"The Sea of Trees,Russia,Red Castle,RUB,N/A,STV,,0,0"
"The Sea of Trees,Serbia,Sony,RSD,N/A,STV,,0,0"
"The Sea of Trees,Singapore,Apsara,SGD,Undated,TBD,,0,0"
"The Sea of Trees,Slovakia,Sony,EUD,N/A,STV,,0,0"
"The Sea of Trees,Slovenia,Sony,EUD,N/A,STV,,0,0"
"The Sea of Trees,South Africa,Times Media,ZAR,N/A,STV,,0,0"
"The Sea of Trees,South Korea,Sookie Pictures,KRW,Undated,To Be Det'd,,0,0"
"The Sea of Trees,Spain,A Contracorriente,EUD,N/A,STV,,0,0"
"The Sea of Trees,Sweden,Sony,SEK,N/A,STV,,0,0"
"The Sea of Trees,French-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"The Sea of Trees,German-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"The Sea of Trees,Italian-Speaking Switzerland,Ascot Elite,CHF,N/A,STV,,0,0"
"The Sea of Trees,Taiwan,Apsara,TWD,Undated,To Be Det'd,,0,0"
"The Sea of Trees,Thailand,Apsara,THB,Undated,TBD,,0,0"
"The Sea of Trees,Turkey,Chantier,TRY,Complete,42741,2,78251,5062"
"The Sea of Trees,Ukraine,Red Castle,UAH,N/A,STV,,0,0"
"The Sea of Trees,United Arab Emirates,Italia,AED,N/A,STV,,0,0"
"The Sea of Trees,United Kingdom,eOne - UK,GPB,Undated,To Be Det'd,,0,0"
"The Sea of Trees,United States,A24,USD,Complete,42608,3,20444,0"
"The Sea of Trees,Uruguay,Sony,UYU,N/A,STV,,0,0"
"The Sea of Trees,Venezuela,Sony,VEF,N/A,STV,,0,0"
"The Sea of Trees,Vietnam,Apsara,VND,Undated,TBD,,0,0"
"Shadow,Australia,Well Go,AUS,Complete,43384,4,217381,0"
"Shadow,Austria,Constantin,EUD,Undated,TBD,,0,0"
"Shadow,Bahrain,CMC Global,BHD,Undated,TBD,,0,0"
"Shadow,Belgium,Splendid Film,EUD,Undated,TBD,,0,0"
"Shadow,Brazil,Playarte Pictures Ltd,BRL,Upcoming,43972,,0,0"
"Shadow,Canada,Well Go,CAD,Complete,43588,,0,0"
"Shadow,China,LeVision Pictures,CNH,Complete,43371,10,618595284,17277793"
"Shadow,Egypt,CMC Global,EGP,Undated,TBD,,0,0"
"Shadow,Estonia,Paradise,EUD,Undated,TBD,,0,0"
"Shadow,France,Metropolitan,EUD,N/A,STV,,0,0"
"Shadow,Germany,Constantin,EUD,Undated,TBD,,0,0"
"Shadow,Greece,Odeon,EUD,Complete,43538,5,46834,7165"
"Shadow,Hong Kong,CMC Global,HKD,Complete,43482,3,576832,8288"
"Shadow,India,CMC Global,INR,Undated,TBD,,0,0"
"Shadow,Indonesia,CMC Global,IDR,Undated,TBD,,0,0"
"Shadow,Iraq,CMC Global,IQD,Undated,TBD,,0,0"
"Shadow,Israel,DBS Satwllite Services (1998),ILS,N/A,STV,,0,0"
"Shadow,Japan,Hakuhodo,YEN,Complete,43714,5,44333400,35606"
"Shadow,Jordan,CMC Global,JOD,Undated,TBD,,0,0"
"Shadow,Kuwait,CMC Global,KWD,Undated,TBD,,0,0"
"Shadow,Latvia,Paradise,EUD,Undated,TBD,,0,0"
"Shadow,Lebanon,CMC Global,LBP,Undated,TBD,,0,0"
"Shadow,Lithuania,Paradise,EUD,Undated,TBD,,0,0"
"Shadow,Malaysia,CMC Global,MYR,Undated,TBD,,0,0"
"Shadow,Netherlands,Splendid Film,EUD,Complete,43601,15,83878,10454"
"Shadow,New Zealand,Well Go,NZD,Complete,43398,3,20659,0"
